eVs,Wavelength,Si,GaAs,CdTe,CdTe monocrystalline,CdTe_FCA,CIGS,CIS,GaNP,GaNP older,GaAs_Aspnes,GaAs_Sze,GaAs_Adachi,GaAs_Sturge,Old_CdTe,perovskite triple cation,perovskite MaPI,MaPI no extrapolation,MaPI extrapolated,MaPI extrapolated highly extrapolated,Triple Cation Perovskite Urbach Tail Hybrid,GaAs_Palik_eyeballed,GaAs_Palik_Urbach,GaAs_original_data
1.443355584,859.000429,484.1775576,8521.125579,275.7214678,0.001679467,1.46E-19,45986.5399,67494.96506,1.00E-06,385.86068,0,979.5382946,123.4452116,9116.514219,24.82365627,0.417784241,0.077832182,0.077832182,0.077832182,0.077832182,0.418401181,2488.416795,2488.416795,2488.416795
1.445037817,858.0004283,489.4254975,8639.503871,319.979655,0.003025268,1.46E-19,46248.17475,67728.25475,1.00E-06,385.86068,0,1031.796021,180.1166214,9212.654013,27.33731466,0.467374898,0.089602904,0.089602904,0.089602904,0.089602904,0.468056775,3839.433053,3839.433053,3839.433053
1.446723975,857.0004281,494.7427635,8759.808692,371.4710694,0.005454144,1.45E-19,46511.91394,67962.62426,1.00E-06,385.86068,0,1086.973499,262.5718913,9309.01817,30.10889817,0.522988779,0.103187639,0.103187639,0.103187639,0.103187639,0.523742492,4197.678542,4197.678542,4197.678542
1.448414073,856.0004276,500.1304256,8882.075762,431.3989152,0.00984123,1.45E-19,46777.77542,68198.07985,1.00E-06,385.86068,0,1145.2411,378.6463451,9405.607477,33.16522109,0.58537403,0.118871164,0.118871164,0.118871164,0.118871164,0.586207214,4589.828816,4589.828816,4589.828816
1.450108125,855.0004269,505.5895695,8998.780946,501.1699951,0.017771361,1.45E-19,47038.2021,68445.82426,1.00E-06,385.86068,0,1206.779552,547.8514588,9502.422723,36.53592175,0.65537373,0.13698377,0.13698377,0.13698377,0.13698377,0.656294837,5019.138015,5019.138015,5019.138015
1.451806144,854.0004263,511.1212962,9048.566128,582.4297303,0.032116485,1.45E-19,47189.44423,68860.08304,1.00E-06,385.86068,0,1271.780596,799.4033597,9599.464704,40.25376368,0.733938182,0.158334236,0.158334236,0.158334236,0.158334236,0.734956565,5832.581762,5832.581762,5832.581762
1.453508144,853.0004259,516.7267289,9098.744436,662.504752,0.058084143,1.44E-19,47341.52898,69277.33885,1.00E-06,385.86068,0,1541.01684,1177.096739,9696.734215,44.35496952,0.822138932,0.18340584,0.18340584,0.18340584,0.18340584,0.82326494,6901.371896,6901.371896,6901.371896
1.455214139,852.0004257,522.4070104,9149.319767,752.2517143,0.105122183,1.44E-19,47494.46261,69697.61691,1.00E-06,385.86068,0,1984.495532,2110.864666,9794.232059,48.87959084,0.921184523,0.212520746,0.212520746,0.212520746,0.212520746,0.922429609,7158.094943,7158.094943,7158.094943
1.456924144,851.0004251,528.1633068,9200.296093,854.4114572,0.190380217,1.44E-19,47648.25143,70120.9427,1.00E-06,385.86068,0,2348.710544,3509.660515,9891.95904,53.21154851,1.032438451,0.246342821,0.246342821,0.246342821,0.246342821,1.033815289,7424.686253,7424.686253,7424.686253
1.458638173,850.0004243,533.9968009,9251.677401,970.7358802,0.345002095,1.44E-19,47802.90186,70547.34195,1.00E-06,385.86068,0,2542.856441,5162.468538,9989.915966,56.95346202,1.157439324,0.285646838,0.285646838,0.285646838,0.285646838,1.158961937,7701.537426,7701.537426,7701.537426
1.460356239,849.0004238,539.2926726,9313.024537,1103.228984,0.625567343,1.43E-19,47958.4203,71000.91473,1.00E-06,385.86068,0,2753.565689,6869.215242,10088.10365,60.96339489,1.297923806,0.331432503,0.331432503,0.331432503,0.331432503,1.299607709,8022.973487,8022.973487,8022.973487
1.462078357,848.0004235,544.6537423,9413.550538,1254.184102,1.134897631,1.43E-19,48114.8133,71550.80586,1.00E-06,385.86068,0,2982.294873,8446.686613,10186.52291,64.98744057,1.45585291,0.384910167,0.384910167,0.384910167,0.384910167,1.457715265,8514.827114,8514.827114,8514.827114
1.463804542,847.0004227,550.0809561,9515.40289,1431.402838,2.059895061,1.43E-19,48272.08738,72105.61221,1.00E-06,385.86068,0,3230.632463,9737.260859,10285.17457,69.19705918,1.633441441,0.447174561,0.447174561,0.447174561,0.447174561,1.635501235,9037.468614,9037.468614,9037.468614
1.465534807,846.0004225,555.5752696,9618.601918,1639.045831,3.740348878,1.43E-19,48430.24918,72665.38359,1.00E-06,385.86068,0,3500.311091,10622.97401,10384.05944,73.68482922,1.833191299,0.517290011,0.517290011,0.517290011,0.517290011,1.835469529,9444.742969,9444.742969,9444.742969
1.467269168,845.0004218,561.1376633,9723.168474,1877.411984,6.79403078,1.42E-19,48589.30538,73230.17038,1.00E-06,385.86068,0,3793.221011,11055.72683,10483.17836,78.46949188,2.057930079,0.597746942,0.597746942,0.597746942,0.597746942,2.060449967,9511.902922,9511.902922,9511.902922
1.469007638,844.0004217,566.7691241,9829.123592,2151.135564,12.34404711,1.42E-19,48749.26274,73800.02354,1.00E-06,385.86068,0,4118.730462,11082.90278,10582.53216,83.57107558,2.310853583,0.692334178,0.692334178,0.692334178,0.692334178,2.313640805,9579.620814,9579.620814,9579.620814
1.470750233,843.0004212,572.4706652,9920.575791,2465.563689,72.29069269,1.42E-19,48910.12804,74354.82189,1.00E-06,385.86068,0,4473.97082,10900.03902,10682.12167,89.01098601,2.595575662,0.80896919,0.80896919,0.80896919,0.80896919,2.598658602,9647.90195,9647.90195,9647.90195
1.472496968,842.0004203,578.2433126,9989.02664,2826.867358,185.1405334,1.42E-19,49071.90818,74887.53356,1.00E-06,385.86068,0,4860.805756,10927.46915,10781.94774,94.81210273,2.916183454,0.945602978,0.945602978,0.945602978,0.945602978,2.919593487,9716.751691,9716.751691,9716.751691
1.474247856,841.0004199,584.0881032,10058.11423,3242.170421,416.4528677,1.42E-19,49234.61008,75424.70169,1.00E-06,385.86068,0,5282.129374,11005.84347,10882.01121,100.9988825,3.277300396,1.105724229,1.105724229,1.105724229,1.105724229,3.28107219,9786.175455,9786.175455,9786.175455
1.476002913,840.0004193,590.0061004,10127.84586,3645.471884,693.862404,1.41E-19,49398.24073,75966.36892,1.00E-06,385.86068,0,5574.970938,11085.16526,10982.31293,110.4908163,3.684159156,1.29344089,1.29344089,1.29344089,1.29344089,3.688331015,9856.17872,9856.17872,9856.17872
1.477762154,839.0004187,595.4131484,10198.22891,4043.881287,1036.734375,1.41E-19,49562.80725,76512.57836,1.00E-06,385.86068,0,5734.114212,11165.27525,11082.85374,121.1884461,4.142682739,1.511106836,1.511106836,1.511106836,1.511106836,4.147296971,9926.767022,9926.767022,9926.767022
1.479525593,838.0004183,600.8828292,10269.27078,4486.942774,1384.766374,1.41E-19,49728.31671,77063.37357,1.00E-06,385.86068,0,5898.19659,11245.89834,11183.6345,132.9364797,4.659577396,1.758606596,1.758606596,1.758606596,1.758606596,4.664680717,9997.945955,9997.945955,9997.945955
1.481293246,837.0004179,606.4160077,10375.63008,4979.784639,1635.786898,1.41E-19,49894.77635,75175.72645,1.00E-06,385.86068,0,6067.383227,11326.83016,11284.65608,145.8395005,5.242439315,2.047385579,2.047385579,2.047385579,2.047385579,5.248083293,10069.72118,10069.72118,10069.72118
1.483065128,836.0004173,612.0135592,10498.40787,5528.137971,1844.057973,1.40E-19,50062.19342,75770.64901,1.00E-06,385.86068,0,6241.845185,11407.93827,11385.91934,160.0126488,5.899874254,2.38445185,2.38445185,2.38445185,2.38445185,5.906115796,10142.0984,10142.0984,10142.0984
1.484841254,835.0004167,617.6763725,10622.93783,6138.409423,1925.045323,1.40E-19,50230.57525,76371.00017,1.00E-06,385.86068,0,6421.759659,11489.16334,11487.42515,171.1863577,6.641634849,2.778024101,2.778024101,2.778024101,2.778024101,6.648536729,10215.08341,10215.08341,10215.08341
1.486621639,834.0004164,623.4053503,10749.24888,6817.762684,2010.418478,1.40E-19,50399.92929,76976.83605,1.00E-06,385.86068,0,6607.310213,11570.52037,11589.17437,182.0670989,7.478776666,3.233299637,3.233299637,3.233299637,3.233299637,7.486408099,10288.68204,10288.68204,10288.68204
1.488406299,833.0004158,629.2014129,10877.37054,7574.21045,2147.013542,1.40E-19,50570.26296,77588.21344,1.00E-06,385.86068,0,6798.687018,11652.1,11691.1679,193.6537627,8.423836469,3.731520463,3.731520463,3.731520463,3.731520463,8.432273745,10362.9002,10362.9002,10362.9002
1.490195249,832.0004152,635.0654915,11011.56382,8295.570092,2322.551279,1.39E-19,50741.58383,78173.49649,1.00E-06,385.86068,0,6996.08711,11734.06969,11793.40659,205.9930803,9.49103376,4.307996233,4.307996233,4.307996233,4.307996233,9.500360922,10437.74385,10437.74385,10437.74385
1.491988504,831.0004149,640.998532,11186.41209,8903.575027,2590.888319,1.39E-19,50913.89951,78503.27364,1.00E-06,385.86068,0,7199.714651,11816.67505,11895.89135,219.1349381,10.69650187,4.961231387,4.961231387,4.961231387,4.961231387,10.70681145,10513.21903,10513.21903,10513.21903
1.49378608,830.0004147,647.0014984,11364.46811,9557.771121,3025.996165,1.39E-19,51087.21773,78834.84157,1.00E-06,385.86068,0,7409.781205,11900.24114,11998.62306,233.1952455,12.0585517,5.702913311,5.702913311,5.702913311,5.702913311,12.06994554,10589.33184,10589.33184,10589.33184
1.495587994,829.0004138,652.7015788,11545.79827,10261.79038,3462.17645,1.39E-19,51261.54621,79168.21217,1.00E-06,385.86068,0,7583.034875,11984.67652,12101.60262,248.2038871,13.59797211,6.557677831,6.557677831,6.557677831,6.557677831,13.61056219,10661.77266,10661.77266,10661.77266
1.497394259,828.0004137,658.465823,11730.47009,11019.55823,3847.668466,1.39E-19,51436.89282,79503.39744,1.00E-06,385.86068,0,7743.527324,12069.73451,12204.83092,264.1984113,15.33836742,7.661648847,7.661648847,7.661648847,7.661648847,15.35227681,10733.39812,10733.39812,10733.39812
1.499204893,827.0004131,664.2951011,11918.55313,11835.32176,4155.727865,1.38E-19,51613.26345,79840.40946,1.00E-06,385.86068,12210,7907.817065,12154.75105,12308.30886,281.2448897,17.30655564,8.956273306,8.956273306,8.956273306,8.956273306,17.32191951,10805.5922,10805.5922,10805.5922
1.501019911,826.0004126,670.1902868,12036.51641,12713.67343,4481.239808,1.38E-19,51785.83244,80329.44041,1.00E-06,385.86068,12234.23249,8076.002967,12241.0209,12412.03736,299.4139099,19.5330067,10.473615,10.473615,10.473615,10.473615,19.54997334,10878.36009,10878.36009,10878.36009
1.502839329,825.0004122,676.1522705,12106.5742,13659.58187,4835.709181,1.38E-19,51955.60884,80940.27136,1.00E-06,385.86068,12277.58025,8248.186701,12329.56172,12516.01732,323.8506561,22.05235465,12.25266743,12.25266743,12.25266743,12.25266743,22.07108667,10951.70706,10951.70706,10951.70706
1.504663164,824.0004112,682.1819592,12177.21133,14678.42377,5294.680949,1.38E-19,52126.35592,81556.49644,1.00E-06,385.86068,12321.18738,8424.472826,12421.10912,12620.24965,353.0799124,24.90397908,14.33937079,14.33937079,14.33937079,14.33937079,24.92465455,11025.63844,11025.63844,11025.63844
1.50649143,823.0004109,688.2802642,12248.43371,15776.01608,5725.43564,1.37E-19,52298.08114,82178.1699,1.00E-06,385.86068,12365.05593,8604.968872,12516.11157,12724.73529,384.9877104,28.13266199,16.84723355,16.84723355,16.84723355,16.84723355,28.15547576,11100.15959,11100.15959,11100.15959
1.508324145,822.0004102,694.448124,12320.2475,16958.65752,6154.136628,1.37E-19,52470.79198,82805.34664,1.00E-06,385.86068,12409.18798,8789.785439,12614.72518,12829.47515,419.8232247,31.78935717,19.80425917,19.80425917,19.80425917,19.80425917,31.81452213,11175.27594,11175.27594,11175.27594
1.510161324,821.0004098,700.6864813,12392.6588,18233.16519,6622.375777,1.37E-19,52644.496,80816.22092,1.00E-06,385.86068,12453.58562,8979.036284,12716.80852,12934.47016,457.8591565,35.93204459,23.28947332,23.28947332,23.28947332,23.28947332,35.95979311,11250.99298,11250.99298,11250.99298
1.512002984,820.0004094,706.9963003,12465.67387,19129.2378,7168.157213,1.37E-19,52819.20085,81460.3317,1.00E-06,385.86068,12498.25098,9172.838423,12821.91723,13039.72125,494.4071686,40.62673045,27.39885704,27.39885704,27.39885704,27.39885704,40.65731577,11327.31626,11327.31626,11327.31626
1.513849141,819.0004092,713.4474297,12539.299,19452.91691,7556.026563,1.37E-19,52994.91423,82110.37149,1.00E-06,385.86068,12543.18619,9371.312231,12929.29858,13145.22937,531.939057,45.94857397,32.24612634,32.24612634,32.24612634,32.24612634,45.98227164,11404.25137,11404.25137,11404.25137
1.515699813,818.0004083,719.9734173,12613.54064,19782.88466,7874.605644,1.36E-19,53171.64391,82766.4022,1.00E-06,385.86068,12588.39342,9574.581545,13037.88598,13250.99546,570.2431647,51.98319224,37.33367954,37.33367954,37.33367954,37.33367954,52.02030152,11481.80399,11481.80399,11481.80399
1.517555014,817.0004082,726.5752891,12688.40514,20119.27759,8124.783673,1.36E-19,53349.39777,83428.48647,1.00E-06,385.86068,12633.87485,9782.773772,13146.75491,13357.02046,605.239289,58.82812444,43.18763826,43.18763826,43.18763826,43.18763826,58.86896978,11559.97982,11559.97982,11559.97982
1.519414763,816.0004076,733.2541051,12763.89915,20462.23642,8362.248271,1.36E-19,53528.18371,84096.68767,1.00E-06,385.86068,12679.63268,9857.093305,13256.80311,13463.30532,642.4300628,66.59456066,49.86783957,49.86783957,49.86783957,49.86783957,66.63949299,11638.78465,11638.78465,11638.78465
1.521279076,815.0004069,740.0109311,12817.48045,20811.9047,8677.811532,1.36E-19,53708.00975,82825.39134,1.00E-06,385.86068,12725.66913,9921.262022,13372.07915,13569.85101,681.9560651,75.40925948,57.37810844,57.37810844,57.37810844,57.37810844,75.45865746,11718.22432,11718.22432,11718.22432
1.523147969,814.0004065,746.8468497,12861.71497,21168.42941,8995.283639,1.35E-19,53888.88398,83594.4835,1.00E-06,385.86068,12771.98646,9986.007678,13487.7045,13676.65848,723.9670691,85.41678471,66.04220645,66.04220645,66.04220645,66.04220645,85.47105577,11798.30473,11798.30473,11798.30473
1.52502146,813.0004058,753.7629676,12906.21155,21531.96147,9299.798485,1.35E-19,54070.81453,84371.67584,1.00E-06,385.86068,12818.58694,10051.3367,13599.65637,13783.72869,772.7842696,96.78207068,76.95603812,76.95603812,76.95603812,76.95603812,96.84165187,11877.03786,11877.03786,11877.03786
1.526899565,812.0004055,760.760402,12950.97222,21902.65505,9645.825203,1.35E-19,54253.80969,85157.06378,1.00E-06,385.86068,12865.47285,10117.2556,13704.99112,13891.06263,832.5289889,109.6933273,89.99608833,89.99608833,89.99608833,89.99608833,109.7586857,11949.25118,11949.25118,11949.25118
