eVs,wavelength_nm,Si,GaAs,CdTe,CIS,CIGS,GaNP,perovskite triple cation,perovskite MaPI
0.777818348,1594,3.485,3.369219306,2.733082311,2.89556367,2.83556367,3.076109696,2.177315465,2.177315465
0.778306621,1593,3.485,3.369317937,2.733184613,2.895661324,2.835661324,3.076109696,2.177315465,2.177315465
0.778795507,1592,3.485,3.369416692,2.733287044,2.895759101,2.835759101,3.076109696,2.177315465,2.177315465
0.779285007,1591,3.485,3.369515571,2.733389603,2.895857001,2.835857001,3.076109696,2.177315465,2.177315465
0.779775124,1590,3.485,3.369614575,2.733492292,2.895955025,2.835955025,3.076109696,2.177315465,2.177315465
0.780265857,1589,3.485,3.369713703,2.733595109,2.896053171,2.836053171,3.076109696,2.177315465,2.177315465
0.780757208,1588,3.485,3.369812956,2.733698057,2.896151442,2.836151442,3.076109696,2.177315465,2.177315465
0.781249179,1587,3.485,3.369912334,2.733801134,2.896249836,2.836249836,3.076109696,2.177315465,2.177315465
0.78174177,1586,3.485,3.370011838,2.733904341,2.896348354,2.836348354,3.076109696,2.177315465,2.177315465
0.782234982,1585,3.485,3.370111466,2.734007678,2.896446996,2.836446996,3.076109696,2.177315465,2.177315465
0.782728817,1584,3.485,3.370211221,2.734111145,2.896545763,2.836545763,3.076109696,2.177315465,2.177315465
0.783223277,1583,3.485,3.370311102,2.734214744,2.896644655,2.836644655,3.076109696,2.177315465,2.177315465
0.783718361,1582,3.485,3.370411109,2.734318473,2.896743672,2.836743672,3.076109696,2.177315465,2.177315465
0.784214071,1581,3.485,3.370511242,2.734422334,2.896842814,2.836842814,3.076109696,2.177315465,2.177315465
0.784710409,1580,3.485,3.370611503,2.734526326,2.896942082,2.836942082,3.076109696,2.177315465,2.177315465
0.785207376,1579,3.485,3.37071189,2.734630449,2.897041475,2.837041475,3.076109696,2.177315465,2.177315465
0.785704973,1578,3.485,3.370812405,2.734734705,2.897140995,2.837140995,3.076109696,2.177315465,2.177315465
0.7862032,1577,3.485,3.370913046,2.734839093,2.89724064,2.83724064,3.076109696,2.177315465,2.177315465
0.78670206,1576,3.485,3.371013816,2.734943613,2.897340412,2.837340412,3.076109696,2.177315465,2.177315465
0.787201554,1575,3.485,3.371114714,2.735048266,2.897440311,2.837440311,3.076109696,2.177315465,2.177315465
0.787701682,1574,3.485,3.37121574,2.735153053,2.897540336,2.837540336,3.076109696,2.177315465,2.177315465
0.788202446,1573,3.485,3.371316894,2.735257972,2.897640489,2.837640489,3.076109696,2.177315465,2.177315465
0.788703847,1572,3.485,3.371418177,2.735363025,2.897740769,2.837740769,3.076109696,2.177315465,2.177315465
0.789205886,1571,3.485,3.371519589,2.735468211,2.897841177,2.837841177,3.076109696,2.177315465,2.177315465
0.789708565,1570,3.485,3.37162113,2.735573532,2.897941713,2.837941713,3.076109696,2.177315465,2.177315465
0.790211885,1569,3.485,3.371722801,2.735678987,2.898042377,2.838042377,3.076109696,2.177315465,2.177315465
0.790715846,1568,3.485,3.371824601,2.735784576,2.898143169,2.838143169,3.076109696,2.177315465,2.177315465
0.791220451,1567,3.485,3.371926531,2.7358903,2.89824409,2.83824409,3.076109696,2.177315465,2.177315465
0.7917257,1566,3.485,3.372028591,2.735996159,2.89834514,2.83834514,3.076109696,2.177315465,2.177315465
0.792231595,1565,3.485,3.372130782,2.736102154,2.898446319,2.838446319,3.076109696,2.177315465,2.177315465
0.792738137,1564,3.485,3.372233104,2.736208283,2.898547627,2.838547627,3.076109696,2.177315465,2.177315465
0.793245327,1563,3.485,3.372335556,2.736314549,2.898649065,2.838649065,3.076109696,2.177315465,2.177315465
0.793753167,1562,3.485,3.37243814,2.736420951,2.898750633,2.838750633,3.076109696,2.177315465,2.177315465
0.794261657,1561,3.485,3.372540855,2.736527489,2.898852331,2.838852331,3.076109696,2.177315465,2.177315465
0.794770799,1560,3.485,3.372643701,2.736634164,2.89895416,2.83895416,3.076109696,2.177315465,2.177315465
0.795280594,1559,3.485,3.37274668,2.736740975,2.899056119,2.839056119,3.076109696,2.177315465,2.177315465
0.795791044,1558,3.485,3.372849791,2.736847924,2.899158209,2.839158209,3.076109696,2.177315465,2.177315465
0.79630215,1557,3.485,3.372953034,2.73695501,2.89926043,2.83926043,3.076109696,2.177315465,2.177315465
0.796813912,1556,3.485,3.37305641,2.737062234,2.899362782,2.839362782,3.076109696,2.177315465,2.177315465
0.797326332,1555,3.485,3.373159919,2.737169595,2.899465266,2.839465266,3.076109696,2.177315465,2.177315465
0.797839412,1554,3.485,3.373263561,2.737277095,2.899567882,2.839567882,3.076109696,2.177315465,2.177315465
0.798353153,1553,3.485,3.373367337,2.737384733,2.899670631,2.839670631,3.076109696,2.177315465,2.177315465
0.798867556,1552,3.485,3.373471246,2.73749251,2.899773511,2.839773511,3.076109696,2.177315465,2.177315465
0.799382622,1551,3.485,3.37357529,2.737600426,2.899876524,2.839876524,3.076109696,2.177315465,2.177315465
0.799898353,1550,3.485,3.373679467,2.737708481,2.899979671,2.839979671,3.076109696,2.177315465,2.177315465
0.800414749,1549,3.485,3.373791245,2.737816676,2.9001659,2.84008295,3.076109696,2.177315465,2.177315465
0.800931813,1548,3.485,3.373904999,2.737925011,2.900372725,2.840186363,3.076109696,2.177315465,2.177315465
0.801449545,1547,3.485,3.3740189,2.738033485,2.900579818,2.840289909,3.076109696,2.177315465,2.177315465
0.801967947,1546,3.485,3.374132948,2.7381421,2.900787179,2.840393589,3.076109696,2.177315465,2.177315465
0.802487021,1545,3.485,3.374247145,2.738250855,2.900994808,2.840497404,3.076109696,2.177315465,2.177315465
0.803006766,1544,3.485,3.374361489,2.738359752,2.901202706,2.840601353,3.076109696,2.177315465,2.177315465
0.803527185,1543,3.485,3.374475981,2.738468789,2.901410874,2.840705437,3.076109696,2.177315465,2.177315465
0.804048279,1542,3.485,3.374590621,2.738577968,2.901619312,2.840809656,3.076109696,2.177315465,2.177315465
0.80457005,1541,3.485,3.374705411,2.738687289,2.90182802,2.84091401,3.076109696,2.177315465,2.177315465
0.805092498,1540,3.485,3.37482035,2.738796751,2.902036999,2.8410185,3.076109696,2.177315465,2.177315465
0.805615625,1539,3.485,3.374935438,2.738906356,2.90224625,2.841123125,3.076109696,2.177315465,2.177315465
0.806139432,1538,3.485,3.375050675,2.739016103,2.902455773,2.841227886,3.076109696,2.177315465,2.177315465
0.806663921,1537,3.485,3.375166063,2.739125993,2.902665568,2.841332784,3.076109696,2.177315465,2.177315465
0.807189093,1536,3.485,3.3752816,2.739236027,2.902875637,2.841437819,3.076109696,2.177315465,2.177315465
0.807714949,1535,3.485,3.375397289,2.739346203,2.90308598,2.84154299,3.076109696,2.177315465,2.177315465
0.808241491,1534,3.485,3.375513128,2.739456524,2.903296596,2.841648298,3.076109696,2.177315465,2.177315465
0.808768719,1533,3.485,3.375629118,2.739566988,2.903507488,2.841753744,3.076109696,2.177315465,2.177315465
0.809296636,1532,3.485,3.37574526,2.739677596,2.903718655,2.841859327,3.076109696,2.177315465,2.177315465
0.809825243,1531,3.485,3.375861553,2.739788349,2.903930097,2.841965049,3.076109696,2.177315465,2.177315465
0.81035454,1530,3.485,3.375977999,2.739899247,2.904141816,2.842070908,3.076109696,2.177315465,2.177315465
0.81088453,1529,3.485,3.376094597,2.740010289,2.904353812,2.842176906,3.076109696,2.177315465,2.177315465
0.811415214,1528,3.485,3.376211347,2.740121477,2.904566086,2.842283043,3.076109696,2.177315465,2.177315465
0.811946593,1527,3.485,3.37632825,2.740232811,2.904778637,2.842389319,3.076109696,2.177315465,2.177315465
0.812478668,1526,3.485,3.376445307,2.740344291,2.904991467,2.842495734,3.076109696,2.177315465,2.177315465
0.813011441,1525,3.485,3.376562517,2.740455916,2.905204576,2.842602288,3.076109696,2.177315465,2.177315465
0.813544913,1524,3.485,3.376679881,2.740567689,2.905417965,2.842708983,3.076109696,2.177315465,2.177315465
0.814079085,1523,3.485,3.376797399,2.740679608,2.905631634,2.842815817,3.076109696,2.177315465,2.177315465
0.81461396,1522,3.485,3.376915071,2.740791674,2.905845584,2.842922792,3.076109696,2.177315465,2.177315465
0.815149538,1521,3.485,3.377032898,2.740903887,2.906059815,2.843029908,3.076109696,2.177315465,2.177315465
0.81568582,1520,3.485,3.37715088,2.741016249,2.906274328,2.843137164,3.076109696,2.177315465,2.177315465
0.816222809,1519,3.485,3.377269018,2.741128758,2.906489124,2.843244562,3.076109696,2.177315465,2.177315465
0.816760505,1518,3.485,3.377387311,2.741241415,2.906704202,2.843352101,3.076109696,2.177315465,2.177315465
0.81729891,1517,3.485,3.37750576,2.741354221,2.906919564,2.843459782,3.076109696,2.177315465,2.177315465
0.817838026,1516,3.485,3.377624366,2.741467176,2.90713521,2.843567605,3.076109696,2.177315465,2.177315465
0.818377853,1515,3.485,3.377743128,2.741580279,2.907351141,2.843675571,3.076109696,2.177315465,2.177315465
0.818918393,1514,3.485,3.377862046,2.741693533,2.907567357,2.843783679,3.076109696,2.177315465,2.177315465
0.819459648,1513,3.485,3.377981123,2.741806935,2.907783859,2.84389193,3.076109696,2.177315465,2.177315465
0.820001618,1512,3.485,3.378100356,2.741920488,2.908000647,2.844000324,3.076109696,2.177315465,2.177315465
0.820544306,1511,3.485,3.378219747,2.742034192,2.908217723,2.844108861,3.076109696,2.177315465,2.177315465
0.821087713,1510,3.485,3.378339297,2.742148045,2.908435085,2.844217543,3.076109696,2.177315465,2.177315465
0.82163184,1509,3.485,3.378459005,2.74226205,2.908652736,2.844326368,3.076109696,2.177315465,2.177315465
0.822176689,1508,3.485,3.378578872,2.742376206,2.908870676,2.844435338,3.076109696,2.177315465,2.177315465
0.822722261,1507,3.485,3.378698897,2.742490513,2.909088904,2.844544452,3.076109696,2.177315465,2.177315465
0.823268557,1506,3.485,3.378819083,2.742604973,2.909307423,2.844653711,3.076109696,2.177315465,2.177315465
0.823815579,1505,3.485,3.378939427,2.742719584,2.909526232,2.844763116,3.076109696,2.177315465,2.177315465
0.824363329,1504,3.485,3.379059932,2.742834348,2.909745332,2.844872666,3.076109696,2.177315465,2.177315465
0.824911808,1503,3.485,3.379180598,2.742949264,2.909964723,2.844982362,3.076109696,2.177315465,2.177315465
0.825461017,1502,3.485,3.379301424,2.743064333,2.910184407,2.845092203,3.076109696,2.177315465,2.177315465
0.826010957,1501,3.485,3.379422411,2.743179556,2.910404383,2.845202191,3.076109696,2.177315465,2.177315465
0.826561631,1500,3.485,3.379543559,2.743294933,2.910624652,2.845312326,3.076109696,2.177315465,2.177315465
0.82711304,1499,3.485,3.379664869,2.743410463,2.910845216,2.845422608,3.076109696,2.177315465,2.177315465
0.827665185,1498,3.485,3.379786341,2.743526148,2.911066074,2.845533037,3.076109696,2.177315465,2.177315465
0.828218067,1497,3.485,3.379907975,2.743641987,2.911287227,2.845643613,3.076109696,2.177315465,2.177315465
0.828771689,1496,3.485,3.380029772,2.743757981,2.911508676,2.845754338,3.076109696,2.177315465,2.177315465
0.829326051,1495,3.485,3.380151731,2.74387413,2.911730421,2.84586521,3.076109696,2.177315465,2.177315465
0.829881156,1494,3.485,3.380273854,2.743990435,2.911952462,2.845976231,3.076109696,2.177315465,2.177315465
0.830437004,1493,3.485,3.380396141,2.744106895,2.912174802,2.846087401,3.076109696,2.177315465,2.177315465
0.830993597,1492,3.485,3.380518591,2.744223512,2.912397439,2.846198719,3.076109696,2.177315465,2.177315465
0.831550937,1491,3.485,3.380641206,2.744340285,2.912620375,2.846310187,3.076109696,2.177315465,2.177315465
0.832109025,1490,3.485,3.380763986,2.744457214,2.91284361,2.846421805,3.076109696,2.177315465,2.177315465
0.832667862,1489,3.485,3.38088693,2.744574301,2.913067145,2.846533572,3.076109696,2.177315465,2.177315465
0.833227451,1488,3.485,3.381010039,2.744691546,2.91329098,2.84664549,3.076109696,2.177315465,2.177315465
0.833787792,1487,3.485,3.381133314,2.744808947,2.913515117,2.846757558,3.076109696,2.177347853,2.177347853
0.834348887,1486,3.485,3.381256755,2.744926507,2.913739555,2.846869777,3.076109696,2.177432722,2.177432722
0.834910739,1485,3.485,3.381380363,2.745044226,2.913964295,2.846982148,3.076109696,2.177517705,2.177517705
0.835473347,1484,3.485,3.381504136,2.745162102,2.914189339,2.847094669,3.076109696,2.177602803,2.177602803
0.836036714,1483,3.485,3.381628077,2.745280138,2.914414686,2.847207343,3.076109696,2.177688015,2.177688015
0.836600841,1482,3.485,3.381752185,2.745398333,2.914640337,2.847320168,3.076109696,2.177773342,2.177773342
0.83716573,1481,3.485,3.381876461,2.745516688,2.914866292,2.847433146,3.076109696,2.177858785,2.177858785
0.837731383,1480,3.485,3.382000904,2.745635203,2.915092553,2.847546277,3.076109696,2.177944343,2.177944343
0.8382978,1479,3.485,3.382125516,2.745753878,2.91531912,2.84765956,3.076109696,2.178030017,2.178030017
0.838864984,1478,3.485,3.382250296,2.745872713,2.915545994,2.847772997,3.076109696,2.178115807,2.178115807
0.839432936,1477,3.485,3.382375246,2.74599171,2.915773174,2.847886587,3.076109696,2.178201713,2.178201713
0.840001658,1476,3.485,3.382500365,2.746110867,2.916000663,2.848000332,3.076109696,2.178287735,2.178287735
0.84057115,1475,3.485,3.382625653,2.746230187,2.91622846,2.84811423,3.076109696,2.178373874,2.178373874
0.841141416,1474,3.485,3.382751112,2.746349668,2.916456566,2.848228283,3.076109696,2.17846013,2.17846013
0.841712455,1473,3.485,3.38287674,2.746469311,2.916684982,2.848342491,3.076109696,2.178546503,2.178546503
0.842284271,1472,3.485,3.38300254,2.746589117,2.916913708,2.848456854,3.076109696,2.178632993,2.178632993
0.842856864,1471,3.485,3.38312851,2.746709086,2.917142746,2.848571373,3.076109696,2.178719601,2.178719601
0.843430236,1470,3.485,3.383254652,2.746829218,2.917372094,2.848686047,3.076109696,2.178806327,2.178806327
0.844004389,1469,3.485,3.383380966,2.746949514,2.917601755,2.848800878,3.076109696,2.17889317,2.17889317
0.844579323,1468,3.485,3.383507451,2.747069973,2.917831729,2.848915865,3.076109696,2.178980132,2.178980132
0.845155042,1467,3.485,3.383634109,2.747190597,2.918062017,2.849031008,3.076109696,2.179067213,2.179067213
0.845731546,1466,3.485,3.38376094,2.747311385,2.918292618,2.849146309,3.076109696,2.179154413,2.179154413
0.846308837,1465,3.485,3.383887944,2.747432339,2.918523535,2.849261767,3.076109696,2.179241731,2.179241731
0.846886917,1464,3.485,3.384015122,2.747553457,2.918754767,2.849377383,3.076109696,2.179329169,2.179329169
0.847465787,1463,3.485,3.384142473,2.747674741,2.918986315,2.849493157,3.076109696,2.179416726,2.179416726
0.848045449,1462,3.485,3.384269999,2.747796191,2.91921818,2.84960909,3.076109696,2.179504403,2.179504403
0.848625905,1461,3.485,3.384397699,2.747917807,2.919450362,2.849725181,3.076109696,2.179592201,2.179592201
0.849207155,1460,3.485,3.384525574,2.74803959,2.919682862,2.849841431,3.076109696,2.179680118,2.179680118
0.849789203,1459,3.485,3.384653625,2.74816154,2.919915681,2.849957841,3.076109696,2.179768156,2.179768156
0.850372049,1458,3.485,3.384787804,2.748283657,2.920223229,2.85007441,3.076109696,2.179856315,2.179856315
0.850955694,1457,3.485,3.384925544,2.748405941,2.920573417,2.850191139,3.076109696,2.179944594,2.179944594
0.851540142,1456,3.485,3.385063474,2.748528394,2.920924085,2.850308028,3.076109696,2.180032995,2.180032995
0.852125393,1455,3.485,3.385201593,2.748651015,2.921275236,2.850425079,3.076109696,2.180121518,2.180121518
0.852711449,1454,3.485,3.385339902,2.748773804,2.921626869,2.85054229,3.076109696,2.180210162,2.180210162
0.853298312,1453,3.485,3.385478402,2.748896763,2.921978987,2.850659662,3.076109696,2.180298928,2.180298928
0.853885983,1452,3.485,3.385617092,2.749019891,2.92233159,2.850777197,3.076109696,2.180387817,2.180387817
0.854474464,1451,3.485,3.385755974,2.749143189,2.922684678,2.850894893,3.076109696,2.180476828,2.180476828
0.855063756,1450,3.485,3.385895046,2.749266656,2.923038254,2.851012751,3.076109696,2.180565961,2.180565961
0.855653863,1449,3.485099307,3.386034312,2.749390295,2.923392318,2.851130773,3.076109696,2.180655218,2.180655218
0.856244784,1448,3.485198823,3.386173769,2.749514104,2.92374687,2.851248957,3.076109696,2.180744599,2.180744599
0.856836522,1447,3.485298477,3.386313419,2.749638084,2.924101913,2.851367304,3.076109696,2.180834102,2.180834102
0.857429078,1446,3.485398268,3.386453262,2.749762235,2.924457447,2.851485816,3.076109696,2.18092373,2.18092373
0.858022455,1445,3.485498198,3.386593299,2.749886559,2.924813473,2.851604491,3.076109696,2.181013481,2.181013481
0.858616653,1444,3.485598266,3.38673353,2.750011054,2.925169992,2.851723331,3.076109696,2.181103357,2.181103357
0.859211675,1443,3.485698472,3.386873955,2.750135722,2.925527005,2.851842335,3.076109696,2.181193357,2.181193357
0.859807522,1442,3.485798818,3.387014575,2.750260563,2.925884513,2.851961504,3.076109696,2.181283483,2.181283483
0.860404196,1441,3.485899303,3.38715539,2.750385578,2.926242518,2.852080839,3.076109696,2.181373733,2.181373733
0.861001699,1440,3.485999928,3.387296401,2.750510766,2.92660102,2.85220034,3.076109696,2.181464109,2.181464109
0.861600033,1439,3.486099303,3.387437608,2.750636128,2.92696002,2.852320007,3.076109696,2.18155461,2.18155461
0.862199198,1438,3.486198816,3.387579011,2.750761664,2.927319519,2.85243984,3.076109696,2.181645237,2.181645237
0.862799197,1437,3.486298467,3.38772061,2.750887375,2.927679518,2.852559839,3.076109696,2.18173599,2.18173599
0.863400033,1436,3.486398257,3.387862408,2.751013261,2.92804002,2.852680007,3.076109696,2.18182687,2.18182687
0.864001705,1435,3.486498186,3.388004402,2.751139322,2.928401023,2.852800341,3.076109696,2.181917876,2.181917876
0.864604217,1434,3.486598255,3.388146595,2.75126556,2.92876253,2.852920843,3.076109696,2.18200901,2.18200901
0.865207569,1433,3.486698463,3.388288986,2.751391973,2.929124542,2.853041514,3.076109696,2.18210027,2.18210027
0.865811765,1432,3.486798811,3.388431577,2.751518564,2.929487059,2.853162353,3.076109696,2.182191658,2.182191658
0.866416804,1431,3.486899299,3.388574366,2.751645331,2.929850083,2.853283361,3.076109696,2.182283173,2.182283173
0.86702269,1430,3.486999928,3.388717355,2.751772275,2.930213614,2.853404538,3.076109696,2.182374817,2.182374817
0.867629424,1429,3.487099299,3.388860544,2.751899397,2.930577654,2.853525885,3.076109696,2.182466589,2.182466589
0.868237008,1428,3.487198809,3.389003934,2.752026697,2.930942205,2.853647402,3.076109696,2.18255849,2.18255849
0.868845443,1427,3.487298457,3.389147525,2.752154175,2.931307266,2.853769089,3.076109696,2.182654282,2.182654282
0.869454731,1426,3.487398246,3.389291317,2.752281833,2.931672839,2.853890946,3.076109696,2.182758075,2.182758075
0.870064875,1425,3.487498174,3.389435311,2.752409669,2.932038925,2.854012975,3.076109696,2.182862014,2.182862014
0.870675876,1424,3.487598243,3.389579507,2.752537685,2.932405525,2.854135175,3.076109696,2.182966099,2.182966099
0.871287735,1423,3.487698453,3.389723905,2.752665881,2.932772641,2.854257547,3.076109696,2.183070331,2.183070331
0.871900455,1422,3.487798804,3.389868507,2.752794257,2.933140273,2.854380091,3.076109696,2.183174708,2.183174708
0.872514037,1421,3.487899295,3.390013313,2.752922814,2.933508422,2.854502807,3.076109696,2.183279233,2.183279233
0.873128484,1420,3.487999929,3.390158322,2.753051552,2.93387709,2.854625697,3.076109696,2.183383905,2.183383905
0.873743796,1419,3.488099295,3.390303536,2.753180471,2.934246278,2.854748759,3.076109696,2.183488725,2.183488725
0.874359977,1418,3.488198801,3.390448955,2.753309572,2.934615986,2.854871995,3.076109696,2.183593692,2.183593692
0.874977027,1417,3.488298447,3.390594578,2.753438856,2.934986216,2.854995405,3.076109696,2.183698808,2.183698808
0.875594948,1416,3.488398234,3.390740408,2.753568322,2.935356969,2.85511899,3.076109696,2.183804072,2.183804072
0.876213743,1415,3.488498163,3.390886443,2.753697971,2.935728246,2.855242749,3.076109696,2.183909485,2.183909485
0.876833414,1414,3.488598232,3.391032686,2.753827803,2.936100048,2.855366683,3.076109696,2.184015047,2.184015047
0.877453961,1413,3.488698443,3.391179135,2.75395782,2.936472377,2.855490792,3.076109696,2.184120758,2.184120758
0.878075387,1412,3.488798796,3.391325791,2.75408802,2.936845232,2.855615077,3.076109696,2.184226619,2.184226619
0.878697694,1411,3.488899291,3.391472656,2.754218405,2.937218617,2.855739539,3.076109696,2.18433263,2.18433263
0.879320884,1410,3.488999929,3.391619729,2.754348975,2.937592531,2.855864177,3.076109696,2.184438791,2.184438791
0.879944959,1409,3.489099291,3.39176701,2.75447973,2.937966975,2.855988992,3.076109696,2.184545104,2.184545104
0.88056992,1408,3.489198794,3.391914501,2.754610671,2.938341952,2.856113984,3.076109696,2.184651567,2.184651567
0.881195769,1407,3.489298437,3.392062201,2.754741798,2.938717461,2.856239154,3.076109696,2.184758181,2.184758181
0.881822508,1406,3.489398223,3.392210112,2.754873111,2.939093505,2.856364502,3.076109696,2.184864947,2.184864947
0.88245014,1405,3.48949815,3.392358233,2.755004612,2.939470084,2.856490028,3.076109696,2.184971866,2.184971866
0.883078666,1404,3.48959822,3.392506565,2.7551363,2.939847199,2.856615733,3.076109696,2.185078936,2.185078936
0.883708088,1403,3.489698433,3.392655109,2.755268175,2.940224853,2.856741618,3.076109696,2.185186159,2.185186159
0.884338407,1402,3.489798788,3.392803864,2.755400239,2.940603044,2.856867681,3.076109696,2.185293535,2.185293535
0.884969627,1401,3.489899287,3.392952832,2.755532491,2.940981776,2.856993925,3.076109696,2.185401064,2.185401064
0.885601748,1400,3.48999993,3.393102013,2.755664932,2.941361049,2.85712035,3.076109696,2.185508747,2.185508747
0.886234773,1399,3.490099287,3.393251406,2.755797562,2.941740864,2.857246955,3.076109696,2.185616584,2.185616584
0.886868703,1398,3.490198786,3.393401014,2.755930383,2.942121222,2.857373741,3.076109696,2.185724575,2.185724575
0.887503541,1397,3.490298427,3.393550836,2.756063393,2.942502125,2.857500708,3.076109696,2.185832721,2.185832721
0.888139289,1396,3.490398211,3.393700872,2.756196594,2.942883573,2.857627858,3.076109696,2.185941022,2.185941022
0.888775948,1395,3.490498138,3.393851124,2.756329986,2.943265569,2.85775519,3.076109696,2.186049478,2.186049478
0.88941352,1394,3.490598209,3.394001591,2.756463569,2.943648112,2.857882704,3.076109696,2.186158089,2.186158089
0.890052008,1393,3.490698423,3.394152274,2.756597344,2.944031205,2.858010402,3.076109696,2.186266857,2.186266857
0.890691413,1392,3.490798781,3.394303173,2.756731311,2.944414848,2.858138283,3.076109696,2.186375781,2.186375781
0.891331737,1391,3.490899283,3.39445429,2.756865471,2.944799042,2.858266347,3.076109696,2.186484861,2.186484861
0.891972983,1390,3.49099993,3.394605624,2.756999824,2.94518379,2.858394597,3.076109696,2.186594098,2.186594098
0.892615152,1389,3.491099283,3.394757176,2.75713437,2.945569091,2.85852303,3.076109696,2.186703493,2.186703493
0.893258247,1388,3.491198778,3.394908946,2.757269111,2.945954948,2.858651649,3.076109696,2.186813045,2.186813045
0.893902269,1387,3.491298417,3.395060935,2.757404045,2.946341361,2.858780454,3.076109696,2.186922756,2.186922756
0.89454722,1386,3.491398199,3.395213144,2.757539174,2.946728332,2.858909444,3.076109696,2.187032624,2.187032624
0.895193102,1385,3.491498126,3.395365572,2.757674499,2.947115861,2.85903862,3.076109696,2.187142651,2.187142651
0.895839918,1384,3.491598197,3.395518221,2.757810019,2.947503951,2.859167984,3.076109696,2.187252837,2.187252837
0.896487669,1383,3.491698412,3.39567109,2.757945734,2.947892602,2.859297534,3.076109696,2.187363183,2.187363183
0.897136358,1382,3.491798773,3.39582418,2.758081647,2.948281815,2.859427272,3.076109696,2.187473688,2.187473688
0.897785986,1381,3.491899279,3.395977493,2.758217756,2.948671592,2.859557197,3.076109696,2.187584353,2.187584353
0.898436556,1380,3.491999931,3.396131027,2.758354062,2.949061933,2.859687311,3.076109696,2.187695179,2.187695179
0.899088069,1379,3.492198558,3.396284784,2.758490566,2.949452841,2.859817614,3.076109696,2.187806166,2.187806166
0.899740527,1378,3.492397541,3.396438764,2.758627269,2.949844316,2.859948105,3.076109696,2.187917313,2.187917313
0.900393934,1377,3.492596813,3.396601635,2.758764169,2.95023636,2.860157574,3.076109696,2.188028622,2.188028622
0.90104829,1376,3.492796374,3.396770459,2.758901269,2.950628974,2.860419316,3.076109696,2.188140093,2.188140093
0.901703598,1375,3.492996226,3.396939528,2.759038568,2.951022159,2.860681439,3.076109696,2.188251725,2.188251725
0.902359859,1374,3.493196369,3.397108844,2.759176067,2.951415916,2.860943944,3.076109696,2.188363521,2.188363521
0.903017077,1373,3.493396803,3.397278406,2.759313766,2.951810246,2.861206831,3.076109696,2.188475479,2.188475479
0.903675253,1372,3.49359753,3.397448215,2.759451666,2.952205152,2.861470101,3.076109696,2.1885876,2.1885876
0.904334389,1371,3.493798549,3.397618272,2.759589768,2.952600633,2.861733755,3.076109696,2.188706872,2.188706872
0.904994487,1370,3.493999862,3.397788578,2.75972807,2.952996692,2.861997795,3.076109696,2.188826883,2.188826883
0.905655549,1369,3.494099275,3.397959132,2.759866575,2.953393329,2.86226222,3.076109696,2.18894707,2.18894707
0.906317578,1368,3.494198762,3.398129935,2.760005283,2.953790547,2.862527031,3.076109696,2.189067433,2.189067433
0.906980576,1367,3.494298396,3.398300989,2.760144193,2.954188345,2.86279223,3.076109696,2.189187971,2.189187971
0.907644544,1366,3.494398175,3.398472292,2.760283307,2.954586726,2.863057818,3.076109696,2.189308687,2.189308687
0.908309485,1365,3.4944981,3.398643847,2.760422624,2.954985691,2.863323794,3.076109696,2.189429579,2.189429579
0.908975401,1364,3.494598172,3.398815653,2.760562146,2.955385241,2.86359016,3.076109696,2.189550648,2.189550648
0.909642294,1363,3.494698391,3.398987712,2.760701872,2.955785376,2.863856918,3.076109696,2.189671895,2.189671895
0.910310167,1362,3.494798757,3.399160023,2.760841804,2.9561861,2.864124067,3.076109696,2.18979332,2.18979332
0.91097902,1361,3.49489927,3.399332587,2.760981941,2.956587412,2.864391608,3.076109696,2.189914923,2.189914923
0.911648858,1360,3.494999932,3.399505405,2.761122285,2.956989315,2.864659543,3.076109696,2.190036705,2.190036705
0.912319681,1359,3.49509927,3.399678478,2.761262835,2.957391809,2.864927872,3.076109696,2.190158667,2.190158667
0.912991492,1358,3.495198754,3.399851805,2.761403591,2.957794895,2.865196597,3.076109696,2.190280808,2.190280808
0.913664294,1357,3.495298385,3.400025388,2.761544556,2.958198576,2.865465718,3.076109696,2.190403129,2.190403129
0.914338088,1356,3.495398162,3.400199227,2.761685728,2.958602853,2.865735235,3.076109696,2.19052563,2.19052563
0.915012876,1355,3.495498087,3.400373322,2.761827109,2.959007726,2.86600515,3.076109696,2.190648313,2.190648313
0.915688661,1354,3.49559816,3.400547675,2.761968698,2.959413197,2.866275464,3.076109696,2.190771176,2.190771176
0.916365445,1353,3.49569838,3.400722285,2.762110497,2.959819267,2.866546178,3.076109696,2.190894221,2.190894221
0.91704323,1352,3.495798749,3.400897153,2.762252506,2.960225938,2.866817292,3.076109696,2.191017449,2.191017449
0.917722018,1351,3.495899266,3.401072281,2.762394724,2.960633211,2.867088807,3.076109696,2.191140858,2.191140858
0.918401812,1350,3.495999932,3.401247667,2.762537154,2.961041087,2.867360725,3.076109696,2.191264451,2.191264451
0.919082614,1349,3.496099266,3.401423314,2.762679794,2.961449569,2.867633046,3.076109696,2.191388226,2.191388226
0.919764426,1348,3.496198746,3.401599222,2.762822647,2.961858656,2.867905771,3.076109696,2.191512185,2.191512185
0.920447251,1347,3.496298374,3.401775391,2.762965711,2.96226835,2.8681789,3.076109696,2.191636329,2.191636329
0.92113109,1346,3.49639815,3.401951821,2.763108988,2.962678654,2.868452436,3.076109696,2.191760657,2.191760657
